channel_id,channel_name,video_id,auto_caption_lang,manual_langs
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,VvolrweMSTY,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,uYZYqcyhSAg,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,3OgNx9OxTPw,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,GyQIpteNn5A,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,Yk9rlNH8gxc,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,t4wHTERert0,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,O3kS6fjj-Qs,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,FuJ1RiLoq-M,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,KnnwBG1RzPc,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,LyP_uJP9m5w,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,-clT97ZXskE,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,UN4t5bjEQvA,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,rK255fyJF_I,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,gi79JJNptwY,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,pF7oJfQjaBs,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,tbwUq7TeuwM,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,fLJIcNUlbXU,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,JrSVBnMlcSs,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,33mO3jKYALE,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,xceoU4a9jmo,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,hSkJIVVp1cQ,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,kMf9fvNIFS4,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,2rE4uldOSrw,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,b59fhbp_WAw,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,J09BhYfVGqU,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,AqPjuir_KoA,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,Iw43IE9xA-s,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,_8sZg3MgR5s,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,50LYcGiWDBY,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,haEZn8R6LKc,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,o4WIesPB81M,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,KReeCbW8D6I,,
UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,ZkPCccHzedI,,
