channel_id,channel_name,video_id,status
UCfpaSruWW3S4dibonKXENjA,Tzuyang,u_waamv9-kE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,fXxl-YDU2uQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,YV4Z94DvWdA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,JTRm4YWo8IU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,xtyFyJfAnSY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,XFIdY5DKdHs,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,M36TycatOOY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,VgnfhNMx1Ws,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ZNg4ydyfUqY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,MXB4qnvyhyg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,6p-slI6rj_Y,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,G67fimywcmk,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,dKicDGqKkrs,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,WkQrMzwqKv4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,8Av9ujcwWGM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,D3edPLQGFek,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Gz-nspfstFI,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,os614J8b_ak,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,bmhPsEmz2Ss,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ojZB1DHDzwE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,fKiyBm3PGAI,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,cUUTMXI1cSo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,iRVsSHvinkk,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,UUwpPowvgSM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,f8t6SPwiSr4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,xcBRA39XB5s,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,_-F6tqh9pLw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,P4ySapvK798,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,91277Wj7KT0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,1rSwrEPChlY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,s7Dk0PU_B-A,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,j1F9Bsg0Nm4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,dafYPuBJ5fE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,07lbVa_QEpw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,3MLTE9Zqcoo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,4BahYG3xw5Q,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Xsig0yhnlfk,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,vsyr8N53ye4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,HrUVx1xnbAs,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,sYxpwthA4qo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ZYnf3phgvwY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,-LGODBDAg1c,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RSZVP4M1bQ0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RTbRDh2rs1g,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,LsFquZYwzHc,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,nPrzl_IW6y8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,FSsr6NanwkM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,dlk22uEWfKE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,AAcmK7mCK_s,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,9Tf0QzRvoLE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Ufm1dMLahZs,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RNYPAn51FtY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Ra0AhAkYDho,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,dcWbnUq1MO4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,2F1DQ2aaDQI,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,GHZM7LgiVws,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,387DTnvUyTg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,SS6bm0HEwcE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,zswATtu8Iyo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,zFFdNu6cUB4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,OzHPMTZXs8U,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,f5SSnbtKr1Q,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,0_-X0y5bNKQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,fAJ5qPMchfE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,5VT7nV3XTu8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,-X47382RRus,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,uwUpoH-93E8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,m-8xT2PIknc,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,sgAEgRhwL38,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,IpEnAbgpK_g,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,EuSqOJ1YjSQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,mo6pcqz7gm0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RPIdUNqytys,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,YQ3Ympo8DDk,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ACjBDrlUdbM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Oq0Ad1hZDNg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,A6Eek_QDG_4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,PqyGw4oPDYU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,oKIenUI_Qdw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,siO6KFiF85g,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RPPNx7ApOug,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,POEIbq0SArQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,De-UKbpxEXY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,axMRwmYxKx8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,CHvhhACncY8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,rHzVZMDmclI,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,XnEcVie6dVk,401
